run_id,track,env_id,algorithm,setting_name,seed,total_timesteps,eval_freq,n_eval_episodes_train,n_eval_episodes_final,policy,use_vecnormalize,normalize_obs,normalize_reward,hyperparams_json,status,start_time,end_time,wall_clock_seconds,device,python_version,gymnasium_version,mujoco_version,stable_baselines3_version,sb3_contrib_version,torch_version,cuda_available,gpu_name,git_commit,model_path,tensorboard_path,train_eval_csv_path,final_eval_csv_path,notes
HalfCheetah-v5__SAC__tuned_1m__ls25k__seed1__steps1000000,tuned_1m,HalfCheetah-v5,SAC,ls25k,1,1000000,25000.0,10.0,20.0,MlpPolicy,False,False,False,"{""policy"": ""MlpPolicy"", ""learning_rate"": 0.0003, ""buffer_size"": 1000000, ""learning_starts"": 25000, ""batch_size"": 256, ""tau"": 0.005, ""gamma"": 0.99, ""train_freq"": 1, ""gradient_steps"": 1, ""ent_coef"": ""auto"", ""target_entropy"": ""auto"", ""policy_kwargs"": {""net_arch"": [256, 256], ""use_sde"": false}}",complete,2026-06-28T22:52:29.104669,2026-06-29T05:27:40.888440,23711.78,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,unknown,D:\MuJoCo_RL_Project\models\tuned_1m\HalfCheetah-v5__SAC__tuned_1m__ls25k__seed1__steps1000000.zip,D:\MuJoCo_RL_Project\tensorboard_logs\tuned_1m,D:\MuJoCo_RL_Project\results\raw\HalfCheetah-v5__SAC__tuned_1m__ls25k__seed1__steps1000000__train_eval.csv,,
Hopper-v5__SAC__tuned_1m__ls25k__seed0__steps1000000,tuned_1m,Hopper-v5,SAC,ls25k,0,1000000,25000.0,10.0,20.0,MlpPolicy,False,False,False,"{""policy"": ""MlpPolicy"", ""learning_rate"": 0.0003, ""buffer_size"": 1000000, ""learning_starts"": 25000, ""batch_size"": 256, ""tau"": 0.005, ""gamma"": 0.99, ""train_freq"": 1, ""gradient_steps"": 1, ""ent_coef"": ""auto"", ""target_entropy"": ""auto"", ""policy_kwargs"": {""net_arch"": [256, 256], ""use_sde"": false}}",complete,2026-06-28T22:52:29.117317,2026-06-29T05:27:28.238296,23699.12,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,unknown,D:\MuJoCo_RL_Project\models\tuned_1m\Hopper-v5__SAC__tuned_1m__ls25k__seed0__steps1000000.zip,D:\MuJoCo_RL_Project\tensorboard_logs\tuned_1m,D:\MuJoCo_RL_Project\results\raw\Hopper-v5__SAC__tuned_1m__ls25k__seed0__steps1000000__train_eval.csv,,
Hopper-v5__SAC__tuned_1m__ls25k__seed1__steps1000000,tuned_1m,Hopper-v5,SAC,ls25k,1,1000000,25000.0,10.0,20.0,MlpPolicy,False,False,False,"{""policy"": ""MlpPolicy"", ""learning_rate"": 0.0003, ""buffer_size"": 1000000, ""learning_starts"": 25000, ""batch_size"": 256, ""tau"": 0.005, ""gamma"": 0.99, ""train_freq"": 1, ""gradient_steps"": 1, ""ent_coef"": ""auto"", ""target_entropy"": ""auto"", ""policy_kwargs"": {""net_arch"": [256, 256], ""use_sde"": false}}",complete,2026-06-28T22:52:29.102667,2026-06-29T05:25:25.495185,23576.39,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,unknown,D:\MuJoCo_RL_Project\models\tuned_1m\Hopper-v5__SAC__tuned_1m__ls25k__seed1__steps1000000.zip,D:\MuJoCo_RL_Project\tensorboard_logs\tuned_1m,D:\MuJoCo_RL_Project\results\raw\Hopper-v5__SAC__tuned_1m__ls25k__seed1__steps1000000__train_eval.csv,,
Walker2d-v5__SAC__tuned_1m__ls10k__seed0__steps1000000,tuned_1m,Walker2d-v5,SAC,ls10k,0,1000000,25000.0,10.0,20.0,MlpPolicy,False,False,False,"{""policy"": ""MlpPolicy"", ""learning_rate"": 0.0003, ""buffer_size"": 1000000, ""learning_starts"": 10000, ""batch_size"": 256, ""tau"": 0.005, ""gamma"": 0.99, ""train_freq"": 1, ""gradient_steps"": 1, ""ent_coef"": ""auto"", ""target_entropy"": ""auto"", ""policy_kwargs"": {""net_arch"": [256, 256]}}",complete,2026-06-29T07:57:50.070549,2026-06-29T08:44:32.438362,2802.37,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,unknown,D:\MuJoCo_RL_Project\models\tuned_1m\Walker2d-v5__SAC__tuned_1m__ls10k__seed0__steps1000000.zip,D:\MuJoCo_RL_Project\tensorboard_logs\tuned_1m,D:\MuJoCo_RL_Project\results\raw\Walker2d-v5__SAC__tuned_1m__ls10k__seed0__steps1000000__train_eval.csv,,
Walker2d-v5__SAC__default_1m__sb3default__seed4__steps1000000,default_1m,Walker2d-v5,SAC,sb3default,4,1000000,25000.0,10.0,20.0,MlpPolicy,False,False,False,"{""policy"": ""MlpPolicy"", ""learning_rate"": 0.0003, ""buffer_size"": 1000000, ""learning_starts"": 100, ""batch_size"": 256, ""tau"": 0.005, ""gamma"": 0.99, ""train_freq"": 1, ""gradient_steps"": 1, ""ent_coef"": ""auto"", ""target_entropy"": ""auto""}",complete,2026-06-28T05:14:30.229722,2026-06-28T07:28:24.030142,8033.8,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,unknown,D:\MuJoCo_RL_Project\models\default_1m\Walker2d-v5__SAC__default_1m__sb3default__seed4__steps1000000.zip,D:\MuJoCo_RL_Project\tensorboard_logs\default_1m,D:\MuJoCo_RL_Project\results\raw\Walker2d-v5__SAC__default_1m__sb3default__seed4__steps1000000__train_eval.csv,,complete_extra_seed_appendix
Walker2d-v5__SAC__default_1m__sb3default__seed3__steps1000000,default_1m,Walker2d-v5,SAC,sb3default,3,1000000,25000.0,10.0,20.0,MlpPolicy,False,False,False,"{""policy"": ""MlpPolicy"", ""learning_rate"": 0.0003, ""buffer_size"": 1000000, ""learning_starts"": 100, ""batch_size"": 256, ""tau"": 0.005, ""gamma"": 0.99, ""train_freq"": 1, ""gradient_steps"": 1, ""ent_coef"": ""auto"", ""target_entropy"": ""auto""}",complete,2026-06-28T03:01:51.054661,2026-06-28T05:14:30.015186,7958.96,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,unknown,D:\MuJoCo_RL_Project\models\default_1m\Walker2d-v5__SAC__default_1m__sb3default__seed3__steps1000000.zip,D:\MuJoCo_RL_Project\tensorboard_logs\default_1m,D:\MuJoCo_RL_Project\results\raw\Walker2d-v5__SAC__default_1m__sb3default__seed3__steps1000000__train_eval.csv,,complete_extra_seed_appendix
Hopper-v5__TD3__default_1m__sb3default__seed1__steps1000000,default_1m,Hopper-v5,TD3,sb3default,1,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\default_1m\Hopper-v5__TD3__default_1m__sb3default__seed1__steps1000000.zip,,,,reconciled
Hopper-v5__TD3__default_1m__sb3default__seed2__steps1000000,default_1m,Hopper-v5,TD3,sb3default,2,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\default_1m\Hopper-v5__TD3__default_1m__sb3default__seed2__steps1000000.zip,,,,reconciled
Walker2d-v5__TD3__default_1m__sb3default__seed0__steps1000000,default_1m,Walker2d-v5,TD3,sb3default,0,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\default_1m\Walker2d-v5__TD3__default_1m__sb3default__seed0__steps1000000.zip,,,,reconciled
Walker2d-v5__TD3__default_1m__sb3default__seed1__steps1000000,default_1m,Walker2d-v5,TD3,sb3default,1,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\default_1m\Walker2d-v5__TD3__default_1m__sb3default__seed1__steps1000000.zip,,,,reconciled
Hopper-v5__SAC__default_1m__sb3default__seed3__steps1000000,default_1m,Hopper-v5,SAC,sb3default,3,1000000,25000.0,10.0,20.0,MlpPolicy,False,False,False,"{""policy"": ""MlpPolicy"", ""learning_rate"": 0.0003, ""buffer_size"": 1000000, ""learning_starts"": 100, ""batch_size"": 256, ""tau"": 0.005, ""gamma"": 0.99, ""train_freq"": 1, ""gradient_steps"": 1, ""ent_coef"": ""auto"", ""target_entropy"": ""auto""}",complete,2026-06-27T14:18:16.520851,2026-06-27T18:16:07.356941,14270.84,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,unknown,D:\MuJoCo_RL_Project\models\default_1m\Hopper-v5__SAC__default_1m__sb3default__seed3__steps1000000.zip,D:\MuJoCo_RL_Project\tensorboard_logs\default_1m,D:\MuJoCo_RL_Project\results\raw\Hopper-v5__SAC__default_1m__sb3default__seed3__steps1000000__train_eval.csv,,complete_extra_seed_appendix
HalfCheetah-v5__DDPG__legacy_1m__sb3default__seed6__steps1000000,legacy_1m,HalfCheetah-v5,DDPG,sb3default,6,1000000,25000.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,396.36,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\HalfCheetah-v5\HalfCheetah-v5__DDPG__seed06__steps1000000.zip,,,,Pre-existing legacy_1m run cataloged by NB08
Hopper-v5__TQC__tuned_1m__drop2_critics5__seed1__steps1000000,tuned_1m,Hopper-v5,TQC,drop2_critics5,1,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_1m\Hopper-v5__TQC__tuned_1m__drop2_critics5__seed1__steps1000000.zip,,,,reconciled
Hopper-v5__TQC__tuned_1m__drop2_critics5__seed0__steps1000000,tuned_1m,Hopper-v5,TQC,drop2_critics5,0,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_1m\Hopper-v5__TQC__tuned_1m__drop2_critics5__seed0__steps1000000.zip,,,,reconciled
HalfCheetah-v5__TQC__tuned_1m__drop2_critics2__seed2__steps1000000,tuned_1m,HalfCheetah-v5,TQC,drop2_critics2,2,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_1m\HalfCheetah-v5__TQC__tuned_1m__drop2_critics2__seed2__steps1000000.zip,,,,reconciled
HalfCheetah-v5__TQC__tuned_1m__drop2_critics2__seed1__steps1000000,tuned_1m,HalfCheetah-v5,TQC,drop2_critics2,1,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_1m\HalfCheetah-v5__TQC__tuned_1m__drop2_critics2__seed1__steps1000000.zip,,,,reconciled
HalfCheetah-v5__TQC__tuned_1m__drop2_critics2__seed0__steps1000000,tuned_1m,HalfCheetah-v5,TQC,drop2_critics2,0,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_1m\HalfCheetah-v5__TQC__tuned_1m__drop2_critics2__seed0__steps1000000.zip,,,,reconciled
Walker2d-v5__TQC__tuned_screen__drop2_critics5__seed1__steps300000,tuned_screen,Walker2d-v5,TQC,drop2_critics5,1,300000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_screen\Walker2d-v5__TQC__tuned_screen__drop2_critics5__seed1__steps300000.zip,,,,reconciled
Walker2d-v5__TQC__tuned_screen__drop2_critics5__seed0__steps300000,tuned_screen,Walker2d-v5,TQC,drop2_critics5,0,300000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_screen\Walker2d-v5__TQC__tuned_screen__drop2_critics5__seed0__steps300000.zip,,,,reconciled
Hopper-v5__TQC__tuned_screen__drop2_critics5__seed1__steps300000,tuned_screen,Hopper-v5,TQC,drop2_critics5,1,300000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_screen\Hopper-v5__TQC__tuned_screen__drop2_critics5__seed1__steps300000.zip,,,,reconciled
Hopper-v5__TQC__tuned_screen__drop2_critics5__seed0__steps300000,tuned_screen,Hopper-v5,TQC,drop2_critics5,0,300000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_screen\Hopper-v5__TQC__tuned_screen__drop2_critics5__seed0__steps300000.zip,,,,reconciled
HalfCheetah-v5__TQC__tuned_screen__drop2_critics5__seed1__steps300000,tuned_screen,HalfCheetah-v5,TQC,drop2_critics5,1,300000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_screen\HalfCheetah-v5__TQC__tuned_screen__drop2_critics5__seed1__steps300000.zip,,,,reconciled
HalfCheetah-v5__TQC__tuned_screen__drop2_critics5__seed0__steps300000,tuned_screen,HalfCheetah-v5,TQC,drop2_critics5,0,300000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_screen\HalfCheetah-v5__TQC__tuned_screen__drop2_critics5__seed0__steps300000.zip,,,,reconciled
Walker2d-v5__TQC__tuned_screen__drop2_critics2__seed1__steps300000,tuned_screen,Walker2d-v5,TQC,drop2_critics2,1,300000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_screen\Walker2d-v5__TQC__tuned_screen__drop2_critics2__seed1__steps300000.zip,,,,reconciled
Walker2d-v5__TQC__tuned_screen__drop2_critics2__seed0__steps300000,tuned_screen,Walker2d-v5,TQC,drop2_critics2,0,300000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_screen\Walker2d-v5__TQC__tuned_screen__drop2_critics2__seed0__steps300000.zip,,,,reconciled
Hopper-v5__TQC__tuned_screen__drop2_critics2__seed1__steps300000,tuned_screen,Hopper-v5,TQC,drop2_critics2,1,300000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_screen\Hopper-v5__TQC__tuned_screen__drop2_critics2__seed1__steps300000.zip,,,,reconciled
Walker2d-v5__TD3__default_1m__sb3default__seed2__steps1000000,default_1m,Walker2d-v5,TD3,sb3default,2,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\default_1m\Walker2d-v5__TD3__default_1m__sb3default__seed2__steps1000000.zip,,,,reconciled
HalfCheetah-v5__DDPG__legacy_1m__sb3default__seed0__steps1000000,legacy_1m,HalfCheetah-v5,DDPG,sb3default,0,1000000,25000.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,399.96,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\HalfCheetah-v5\HalfCheetah-v5__DDPG__seed00__steps1000000.zip,,,,Pre-existing legacy_1m run cataloged by NB08
Hopper-v5__TD3__legacy_1m__sb3default__seed9__steps1000000,legacy_1m,Hopper-v5,TD3,sb3default,9,1000000,25000.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,300.69,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__TD3__seed09__steps1000000.zip,,,,Pre-existing legacy_1m run cataloged by NB08
Hopper-v5__TD3__legacy_1m__sb3default__seed8__steps1000000,legacy_1m,Hopper-v5,TD3,sb3default,8,1000000,25000.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,307.12,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__TD3__seed08__steps1000000.zip,,,,Pre-existing legacy_1m run cataloged by NB08
Hopper-v5__TD3__legacy_1m__sb3default__seed7__steps1000000,legacy_1m,Hopper-v5,TD3,sb3default,7,1000000,25000.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,306.81,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__TD3__seed07__steps1000000.zip,,,,Pre-existing legacy_1m run cataloged by NB08
Hopper-v5__TD3__legacy_1m__sb3default__seed6__steps1000000,legacy_1m,Hopper-v5,TD3,sb3default,6,1000000,25000.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,306.17,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__TD3__seed06__steps1000000.zip,,,,Pre-existing legacy_1m run cataloged by NB08
Hopper-v5__TD3__legacy_1m__sb3default__seed5__steps1000000,legacy_1m,Hopper-v5,TD3,sb3default,5,1000000,25000.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,302.09,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__TD3__seed05__steps1000000.zip,,,,Pre-existing legacy_1m run cataloged by NB08
Hopper-v5__TD3__diagnostic_250k__sb3default__seed4__steps250000,diagnostic_250k,Hopper-v5,TD3,sb3default,4,250000,12500.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,0.0,cpu,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__TD3__seed04__steps250000.zip,,,,Pre-existing diagnostic_250k run cataloged by NB08
Hopper-v5__TD3__legacy_1m__sb3default__seed4__steps1000000,legacy_1m,Hopper-v5,TD3,sb3default,4,1000000,25000.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,320.13,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__TD3__seed04__steps1000000.zip,,,,Pre-existing legacy_1m run cataloged by NB08
Hopper-v5__TD3__diagnostic_250k__sb3default__seed3__steps250000,diagnostic_250k,Hopper-v5,TD3,sb3default,3,250000,12500.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,0.0,cpu,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__TD3__seed03__steps250000.zip,,,,Pre-existing diagnostic_250k run cataloged by NB08
Hopper-v5__TD3__legacy_1m__sb3default__seed3__steps1000000,legacy_1m,Hopper-v5,TD3,sb3default,3,1000000,25000.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,302.95,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__TD3__seed03__steps1000000.zip,,,,Pre-existing legacy_1m run cataloged by NB08
Hopper-v5__TD3__diagnostic_250k__sb3default__seed2__steps250000,diagnostic_250k,Hopper-v5,TD3,sb3default,2,250000,12500.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,0.0,cpu,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__TD3__seed02__steps250000.zip,,,,Pre-existing diagnostic_250k run cataloged by NB08
Hopper-v5__TD3__legacy_1m__sb3default__seed2__steps1000000,legacy_1m,Hopper-v5,TD3,sb3default,2,1000000,25000.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,297.1,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__TD3__seed02__steps1000000.zip,,,,Pre-existing legacy_1m run cataloged by NB08
Hopper-v5__TD3__diagnostic_250k__sb3default__seed1__steps250000,diagnostic_250k,Hopper-v5,TD3,sb3default,1,250000,12500.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,0.0,cpu,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__TD3__seed01__steps250000.zip,,,,Pre-existing diagnostic_250k run cataloged by NB08
Hopper-v5__TD3__legacy_1m__sb3default__seed1__steps1000000,legacy_1m,Hopper-v5,TD3,sb3default,1,1000000,25000.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,303.3,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__TD3__seed01__steps1000000.zip,,,,Pre-existing legacy_1m run cataloged by NB08
Hopper-v5__TD3__diagnostic_250k__sb3default__seed0__steps250000,diagnostic_250k,Hopper-v5,TD3,sb3default,0,250000,12500.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,0.0,cpu,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__TD3__seed00__steps250000.zip,,,,Pre-existing diagnostic_250k run cataloged by NB08
Hopper-v5__TD3__legacy_1m__sb3default__seed0__steps1000000,legacy_1m,Hopper-v5,TD3,sb3default,0,1000000,25000.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,307.88,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__TD3__seed00__steps1000000.zip,,,,Pre-existing legacy_1m run cataloged by NB08
